ID,Comment
  HUN_ATEAM,조명의 빛이 관객을 비치고 관람객들의 함성과 보컬의 노래를 합쳐 듣는 그날이 빨리오길..
  밥먹어도돼요?은총이,아름다운 멜로디와 시적인 의미를둔 가사까지.. 너무 아름답다
  김유수,와 코로나 전에는 저런 공연이나 때창이 당연했었는데 이제는 볼수 없는 모습이라니 ..
  리리베베,아... 진짜 너무 좋아....
  김진아,진짜 개 웅장해서 소름...
  Bella Lunaᆞ,시. 소설같은 가사가 넘 멋집니다.우리나라도 사랑타령 좀 그만하고이런 멋진 곡이 좀 나왔음...
  빠끄굥효르,진짜 몇번을 들어도 존나 웅장하다
  떠껌월드,우리 대한민국도 이런 밴드 이런 곡이 나와 전세계 사람들이 열창하는 그 날이 오기를 간절히 간절히 발원합니다.
  하얀벽,직관한 사람들 인생에 후회가 없겠다 진짜 부럽네
  ᄃᄌᄀ,가사가 먼가 진짜 띵곡이네ㅠ
  안녕,와 ㄹㅇ 가슴이 웅장해진다…
  Chilla 777,화려했던 과거에 대한 향수...2010년대를 이끌었던 정서가 아닐까 싶다...디즈니의 과거 명작에 대한 실사판의 흥행도 이에대한 증거라고 보임..
  갓슈 Godshu,이게 2008년 노래라니.. 믿을수가 없다… 내가 태어난해랑 같은 해라니….. 너무 멋있어ㄷㄷ
  이정현,산티아고 순례길 .. 28일 걷는 중에 이 노래 듣고 싶어서 미치는 줄 알았다.마지막에 듣고 싶어서..800km 중 1km 남기고 이 노래 듣는데 진짜 가슴 터질 것 같았고 계속 울면서 도착했다잊지 못해
  오징어진미채볶음,"I used to rule the worldSeas would rise when I gave the worldNow in the morning I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, long live the kingOne minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and plillars of sandI hear Jerusalem bells a-ringingRoman cavalry choir are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reasonI can't explainOnce you'd gone there was neverNever an honest wordAnd that wasWhen I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a-ringingRoman cavalry choir are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reasonI can't explainI know saint peterwon't call my nameNever an honest wordBut that was When I ruled the worldI hear Jerusalem bells a-ringingRoman cavalry choir are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reasonI can't explainI know saint peterwon't call my nameNever an honest wordBut that wasWhen I ruled the world"
  실바 베,길고 힘든 여정을 시작할 때 가장 용기를 북돋아줄 노래.
  lookin,"아 정말 이거 볼때마다코로나 이전이 너무 그리워 미치겠네ㅜㅜㅜ언젠가 코로나가 끝이 나고 콘서트가서 꼭 다같이 떼창하고싶다,,, 나너우리 모두 정말 고생했다고ㅜㅜ"
  Apri D,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was never, never a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh, oh, oh, oh, ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
  노아,3:11 쾌감 지린다 진짜..ㄷㄷ
  Lotus86,와 이런거 실제로 가서 라이브로 보면 지리겠소.
  시공의 폭풍,"""포브스선정 가슴이 웅장해지는 4분"""
  明鐘杉本,가사 진짜 고급지다
  PUL BAK,왜 황석희 번역가님의 갓번역은 언급이없죠
  sion Joe,라이브 쩐다.... 저렇게 움직여도 흔들리지 않아
  눈뜨고코베인,크 콜플 뜨기전부터 들었는데 최정상에있는모습보니까 먼가 뭉클하다...
  ☆갓스카이☆,너무 좋아요 노래!!
  Muapi,러시아의 침공으로 고통받는 우크라이나 사람들이 전쟁에서 승리하고 거리에 이 노래가 울렸으면
  어덕성덕,세상에 좋은 노래 진짜 많은데 이 노래는 차원을 넘어선거같애 ㅜㅜㅜㅜ 먼가 인류를 향해 찬양하고 부르는노래같애 진짜 이 시대에 태어나서 이노래를 듣고 죽을수있어서 너무 행복하다. ㅠㅠㅠㅠㅠㅠㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ
  장준호,Viva La Vida-ColdplayI used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is deadLong live the kingOne minute I held the keyNext the walls were closed on meAnd I discoveredthat my castles standUpon pillars of saltand pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was nevernever a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windowsand the sound of drumsPeople couldn't believewhat I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be kingI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh oh oh oh ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world
  빨래집게,와 진짜 이노래는 백번 천번 들어도 질리지가 않아.. 진짜 가슴벅차오르고 내가 다 기쁨. 혹시 이런노래 알고 계신분 있으면 추천좀.. 개좋으면 넙쭉 절할께.(_ _)
  장명제,"가사 진짜 조금만 알면 어느 왕의 일대기를 노래하는 것만 같은 웅장한 분위기,,완전히 알고 들으면 그런 꿈을 꾸는 이야기,,"
  10to9,가사 너무 좋아~~
  승우,며칠 전 쿠팡플레이 콜드플레이 콘서트 보고 다시 왔습니다. 온라인이었어도 저 음절 하나만 들어도 가슴이 뜨거워짐
  intel ak49,빌보드 Hot 100 1위 축하합니다~!!!!!!!!
  유하,"영어 가사I used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old King is dead, long live the KingOne minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you'd gone there was neverNever an honest wordAnd that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
  안유진,2008년에 나왔다니... 나 두 살땐데...가슴이 웅장해진다
  오도,솔직히 저 북치는 형이 진짜 대단하다.. 저렇게 노래한곡을 박자 안밀리고 일정하게 치기 진짜 어려운데
  쏘야인데,이게 내가 생각하는 진정한 팝스타 그냥 무대에 서있기만해도 아우라가 뿜어져 나오네
  김태헌,콘서트 가고 싶다 떼창하고 싶다...
  김동원,벅차다는 감정을 노래로 표현하면 이 곡이 아닐까
  oginguhjeot,"어릴때 들은 노래를 몇 년 지나 들으면 어릴때의 감정의 분위기를 느낄 수 있다고 해야될까나 한 해, 한 해 각기 다른 분위기와 향기가 있는데 간혹 우연히 그 향기를 맡으면 그 때의 나이로 돌아가는 느낌이 드는데 노래도 마찬가지다 서로 다른 감각의 자극이지만 분명히 보이지 않는 힘이 있다. 이런 감동을 느낄 수 있는 기회가 주워졌다니 나는 정말 행운아인가 보구나"
  Nayoung Lee,이거만 보면 왜이렇게 울컥하지...마스크업ㅅ이 사람들이 웃으면서 콘서트를 즐기는게 너무 이뻐 보이고 그립네...
  Joey,이 노래 원곡비디오에 이런 댓이 있었죠..인류의 역사가 비디오게임이면 이 노래는 엔딩 크레딧으로 나올 노래라고...
  tay_ 1,진짜 한 편의 영화를 본 거 같다. 화질에 한 번 반하고 카메라 무빙에 두 번 반한다.
  Habalagigoul,사실 2012년 여름에 '몰락한 왕국(Fallen Kingdom)'이라는 마인크 패러디 영상에서 처음 들었다가 2014년에 진짜 원곡을 알게 되었는데 ㅎㅎㅎ이젠 추억이 되어가는구나
  Dongja Ro,인류의 흥망성쇠를 담은 노래
  박세진,질리도록 들었지만질리지 않는 노래
  Haisley,와 저런 콘서크 가고 싶다.. 정신이 나가버릴듯 신날듯
  Coolweather 94,"요즘 정신적으로 일이든 체력이든 지쳐있었는데  이 노래만 들으면  어두운 지친 생각들이 싹 걷히고서 그렇게 뭉클하고 기분이 울컥하네요. 제게 승전보같은 노래인데, 정말 라이브로 이렇게 보니 더 행복합니다. ️"
  착한놈,더울때들으면 소름돋아서 시원해짐
  로또! 한주의 행복 앱 디자이너,나에겐 언제 들어도 명곡인 듯
  조정우,"여기서 이런 댓글 본 것 같은데 수천명의 사람들이 마스크 안쓰고 따닥따닥 붙어서 같이 떼창하는게 그립다...근데 진짜 그립다,,,언제쯤 코로나 시국 이전의 일상으로 돌아갈 수 있을까..."
